galaxy,ring,brightness_left_MJy_sr,brightness_right_MJy_sr,brightness_center_MJy_sr,pixel_count,zone
NGC 4486,outer,-3.0736330434679986,-3.010736982524395,-3.042185012996197,686,red
NGC 4486,outer,-3.010736982524395,-2.9478409215807915,-2.979288952052593,847,red
NGC 4486,outer,-2.9478409215807915,-2.8849448606371877,-2.9163928911089894,1038,red
NGC 4486,outer,-2.8849448606371877,-2.8220487996935844,-2.853496830165386,1243,red
NGC 4486,outer,-2.8220487996935844,-2.7591527387499806,-2.7906007692217827,1456,red
NGC 4486,outer,-2.7591527387499806,-2.7575865909457207,-2.7583696648478506,42,red
NGC 4486,outer,-2.7575865909457207,-2.6962566778063772,-2.726921634376049,1738,blue
NGC 4486,outer,-2.6962566778063772,-2.633360616862774,-2.6648086473345756,2079,blue
NGC 4486,outer,-2.633360616862774,-2.57046455591917,-2.601912586390972,2417,blue
NGC 4486,outer,-2.57046455591917,-2.5075684949755668,-2.5390165254473684,2754,blue
NGC 4486,outer,-2.5075684949755668,-2.444672434031963,-2.476120464503765,3261,blue
NGC 4486,outer,-2.444672434031963,-2.3817763730883597,-2.4132244035601613,3888,blue
NGC 4486,outer,-2.3817763730883597,-2.3188803121447563,-2.350328342616558,4436,blue
NGC 4486,outer,-2.3188803121447563,-2.2559842512011525,-2.287432281672954,4962,blue
NGC 4486,outer,-2.2559842512011525,-2.193088190257549,-2.224536220729351,5817,blue
NGC 4486,outer,-2.193088190257549,-2.1301921293139454,-2.1616401597857475,6651,blue
NGC 4486,outer,-2.1301921293139454,-2.067296068370342,-2.0987440988421437,7609,blue
NGC 4486,outer,-2.067296068370342,-2.0044000074267387,-2.0358480378985404,8541,blue
NGC 4486,outer,-2.0044000074267387,-1.941503946483135,-1.9729519769549368,9738,blue
NGC 4486,outer,-1.941503946483135,-1.8786078855395316,-1.9100559160113333,11161,blue
NGC 4486,outer,-1.8786078855395316,-1.8157118245959278,-1.8471598550677297,12579,blue
NGC 4486,outer,-1.8157118245959278,-1.7528157636523245,-1.7842637941241262,14049,blue
NGC 4486,outer,-1.7528157636523245,-1.6899197027087212,-1.7213677331805228,15686,blue
NGC 4486,outer,-1.6899197027087212,-1.6270236417651178,-1.6584716722369195,17215,blue
NGC 4486,outer,-1.6270236417651178,-1.5641275808215136,-1.5955756112933157,18857,blue
NGC 4486,outer,-1.5641275808215136,-1.5012315198779103,-1.532679550349712,20818,blue
NGC 4486,outer,-1.5012315198779103,-1.438335458934307,-1.4697834894061086,22819,blue
NGC 4486,outer,-1.438335458934307,-1.3754393979907036,-1.4068874284625053,24199,blue
NGC 4486,outer,-1.3754393979907036,-1.3125433370471002,-1.343991367518902,26367,blue
NGC 4486,outer,-1.3125433370471002,-1.249647276103496,-1.2810953065752981,28027,blue
NGC 4486,outer,-1.249647276103496,-1.1867512151598927,-1.2181992456316943,29581,blue
NGC 4486,outer,-1.1867512151598927,-1.1238551542162893,-1.155303184688091,31491,blue
NGC 4486,outer,-1.1238551542162893,-1.060959093272686,-1.0924071237444877,33692,blue
NGC 4486,outer,-1.060959093272686,-0.9980630323290827,-1.0295110628008843,35110,blue
NGC 4486,outer,-0.9980630323290827,-0.9351669713854784,-0.9666150018572806,36544,blue
NGC 4486,outer,-0.9351669713854784,-0.8722709104418751,-0.9037189409136768,38017,blue
NGC 4486,outer,-0.8722709104418751,-0.8093748494982718,-0.8408228799700734,39740,blue
NGC 4486,outer,-0.8093748494982718,-0.7464787885546684,-0.7779268190264701,40911,blue
NGC 4486,outer,-0.7464787885546684,-0.6835827276110651,-0.7150307580828668,42317,blue
NGC 4486,outer,-0.6835827276110651,-0.6206866666674609,-0.652134697139263,43318,blue
NGC 4486,outer,-0.6206866666674609,-0.5577906057238575,-0.5892386361956592,44739,blue
NGC 4486,outer,-0.5577906057238575,-0.4948945447802542,-0.5263425752520559,45256,blue
NGC 4486,outer,-0.4948945447802542,-0.43199848383665085,-0.4634465143084525,46623,blue
NGC 4486,outer,-0.43199848383665085,-0.3691024228930475,-0.4005504533648492,46957,blue
NGC 4486,outer,-0.3691024228930475,-0.3062063619494433,-0.3376543924212454,47878,blue
NGC 4486,outer,-0.3062063619494433,-0.24331030100583995,-0.2747583314776416,48326,blue
NGC 4486,outer,-0.24331030100583995,-0.1804142400622366,-0.21186227053403828,48124,blue
NGC 4486,outer,-0.1804142400622366,-0.11751817911863327,-0.14896620959043494,49068,blue
NGC 4486,outer,-0.11751817911863327,-0.05462211817502993,-0.0860701486468316,48513,blue
NGC 4486,outer,-0.05462211817502993,0.008273942768574294,-0.02317408770322782,48724,blue
NGC 4486,outer,0.008273942768574294,0.07117000371217763,0.03972197324037596,48371,blue
NGC 4486,outer,0.07117000371217763,0.13406606465578097,0.1026180341839793,48046,blue
NGC 4486,outer,0.13406606465578097,0.1969621255993843,0.16551409512758264,47363,blue
NGC 4486,outer,0.1969621255993843,0.25985818654298853,0.22841015607118642,46161,blue
NGC 4486,outer,0.25985818654298853,0.32275424748659187,0.2913062170147902,45047,blue
NGC 4486,outer,0.32275424748659187,0.3856503084301952,0.35420227795839354,44627,blue
NGC 4486,outer,0.3856503084301952,0.44854636937379855,0.4170983389019969,43606,blue
NGC 4486,outer,0.44854636937379855,0.5114424303174019,0.4799943998456002,41965,blue
NGC 4486,outer,0.5114424303174019,0.5743384912610061,0.542890460789204,40334,blue
NGC 4486,outer,0.5743384912610061,0.6372345522046095,0.6057865217328078,38711,blue
NGC 4486,outer,0.6372345522046095,0.7001306131482128,0.6686825826764111,37023,blue
NGC 4486,outer,0.7001306131482128,0.7630266740918161,0.7315786436200145,35630,blue
NGC 4486,outer,0.7630266740918161,0.8259227350354195,0.7944747045636178,33985,blue
NGC 4486,outer,0.8259227350354195,0.8888187959790237,0.8573707655072216,31844,blue
NGC 4486,outer,0.8888187959790237,0.951714856922627,0.9202668264508254,30100,blue
NGC 4486,outer,0.951714856922627,1.0146109178662304,0.9831628873944287,28260,blue
NGC 4486,outer,1.0146109178662304,1.0775069788098337,1.046058948338032,26331,blue
NGC 4486,outer,1.0775069788098337,1.140403039753437,1.1089550092816354,24678,blue
NGC 4486,outer,1.140403039753437,1.2032991006970413,1.1718510702252392,23018,blue
NGC 4486,outer,1.2032991006970413,1.2661951616406446,1.234747131168843,21250,blue
NGC 4486,outer,1.2661951616406446,1.329091222584248,1.2976431921124463,19603,blue
NGC 4486,outer,1.329091222584248,1.3919872835278513,1.3605392530560496,18426,blue
NGC 4486,outer,1.3919872835278513,1.4548833444714546,1.423435313999653,17093,blue
NGC 4486,outer,1.4548833444714546,1.5177794054150588,1.4863313749432567,15446,blue
NGC 4486,outer,1.5177794054150588,1.5806754663586622,1.5492274358868605,14227,blue
NGC 4486,outer,1.5806754663586622,1.6435715273022655,1.6121234968304639,12858,blue
NGC 4486,outer,1.6435715273022655,1.7064675882458689,1.6750195577740672,11825,blue
NGC 4486,outer,1.7064675882458689,1.7693636491894722,1.7379156187176705,10451,blue
NGC 4486,outer,1.7693636491894722,1.8322597101330764,1.8008116796612743,9595,blue
NGC 4486,outer,1.8322597101330764,1.8951557710766798,1.863707740604878,8729,blue
NGC 4486,outer,1.8951557710766798,1.958051832020283,1.9266038015484814,7909,blue
NGC 4486,outer,1.958051832020283,2.0209478929638864,1.9894998624920848,7185,blue
NGC 4486,outer,2.0209478929638864,2.0838439539074898,2.052395923435688,6418,blue
NGC 4486,outer,2.0838439539074898,2.146740014851094,2.115291984379292,5690,blue
NGC 4486,outer,2.146740014851094,2.2096360757946973,2.1781880453228957,4803,blue
NGC 4486,outer,2.2096360757946973,2.2725321367383007,2.241084106266499,4467,blue
NGC 4486,outer,2.2725321367383007,2.335428197681905,2.303980167210103,3750,blue
NGC 4486,outer,2.335428197681905,2.3983242586255074,2.366876228153706,3369,blue
NGC 4486,outer,2.3983242586255074,2.4612203195691116,2.4297722890973095,2981,blue
NGC 4486,outer,2.4612203195691116,2.518124707043171,2.4896725133061413,2363,blue
NGC 4486,outer,2.518124707043171,2.524116380512714,2.5211205437779425,230,red
NGC 4486,outer,2.524116380512714,2.5870124414563183,2.555564410984516,2316,red
NGC 4486,outer,2.5870124414563183,2.6499085023999225,2.6184604719281204,2013,red
NGC 4486,outer,2.6499085023999225,2.712804563343525,2.6813565328717237,1753,red
NGC 4486,outer,2.712804563343525,2.775700624287129,2.744252593815327,1539,red
NGC 4486,outer,2.775700624287129,2.8385966852307316,2.8071486547589304,1347,red
NGC 4486,outer,2.8385966852307316,2.901492746174336,2.8700447157025337,1206,red
NGC 4486,outer,2.901492746174336,2.96438880711794,2.932940776646138,1037,red
NGC 4486,outer,2.96438880711794,3.0272848680615425,2.9958368375897413,923,red
NGC 4486,outer,3.0272848680615425,3.0901809290051467,3.0587328985333446,820,red
NGC 4486,outer,3.0901809290051467,3.153076989948749,3.121628959476948,716,red
NGC 4486,outer,3.153076989948749,3.1845250204205513,3.1688010051846502,305,red
NGC 4486,outer,3.1845250204205513,3.2159730508923534,3.2002490356564524,273,yellow
NGC 4486,outer,3.2159730508923534,3.2788691118359576,3.2474210813641555,510,yellow
NGC 4486,outer,3.2788691118359576,3.34176517277956,3.310317142307759,461,yellow
NGC 4486,outer,3.34176517277956,3.4046612337231643,3.373213203251362,405,yellow
NGC 4486,outer,3.4046612337231643,3.4675572946667668,3.4361092641949655,331,yellow
NGC 4486,outer,3.4675572946667668,3.530453355610371,3.499005325138569,264,yellow
NGC 4486,outer,3.530453355610371,3.593349416553975,3.561901386082173,236,yellow
NGC 4486,outer,3.593349416553975,3.6562454774975777,3.6247974470257764,182,yellow
NGC 4486,outer,3.6562454774975777,3.719141538441182,3.68769350796938,178,yellow
NGC 4486,outer,3.719141538441182,3.7820375993847843,3.750589568912983,148,yellow
NGC 4486,outer,3.7820375993847843,3.816489227116108,3.799263413250446,66,yellow
NGC 4486,outer,3.816489227116108,3.8449336603283886,3.8307114437222483,59,orange
NGC 4486,outer,3.8449336603283886,3.907829721271993,3.8763816908001907,110,orange
NGC 4486,outer,3.907829721271993,3.9707257822155952,3.939277751743794,98,orange
NGC 4486,outer,3.9707257822155952,4.0336218431591995,4.002173812687397,77,orange
NGC 4486,outer,4.0336218431591995,4.096517904102802,4.065069873631001,48,orange
NGC 4486,outer,4.096517904102802,4.159413965046406,4.127965934574604,64,orange
NGC 4486,outer,4.159413965046406,4.22231002599001,4.190861995518208,59,orange
NGC 4486,outer,4.22231002599001,4.285206086933613,4.253758056461812,47,orange
NGC 4486,outer,4.285206086933613,4.348102147877217,4.316654117405415,38,orange
NGC 4486,outer,4.348102147877217,4.4109982088208195,4.379550178349018,32,orange
NGC 4486,outer,4.4109982088208195,4.473894269764424,4.442446239292622,17,orange
NGC 4486,outer,4.473894269764424,4.536790330708028,4.505342300236226,25,orange
NGC 4486,outer,4.536790330708028,4.59968639165163,4.568238361179829,22,orange
NGC 4486,outer,4.59968639165163,4.662582452595235,4.6311344221234325,26,orange
NGC 4486,outer,4.662582452595235,4.725478513538837,4.694030483067036,10,orange
NGC 4486,outer,4.725478513538837,4.788374574482441,4.756926544010639,8,orange
NGC 4486,outer,4.788374574482441,4.8512706354260455,4.819822604954243,6,orange
NGC 4486,outer,4.8512706354260455,4.914166696369648,4.882718665897847,4,orange
NGC 4486,outer,4.914166696369648,4.977062757313252,4.94561472684145,3,orange
NGC 4486,outer,4.977062757313252,5.039958818256855,5.008510787785053,6,orange
NGC 4486,outer,5.039958818256855,5.102854879200459,5.071406848728657,1,orange
NGC 4486,outer,5.102854879200459,5.165750940144063,5.134302909672261,1,orange
NGC 4486,outer,5.165750940144063,5.228647001087666,5.197198970615864,0,orange
NGC 4486,outer,5.228647001087666,5.29154306203127,5.260095031559468,1,orange
NGC 4486,outer,5.29154306203127,5.354439122974872,5.322991092503071,2,orange
NGC 4486,outer,5.354439122974872,5.4173351839184765,5.385887153446674,2,orange
NGC 4486,outer,5.4173351839184765,5.480231244862081,5.448783214390279,1,orange
NGC 4486,outer,5.480231244862081,5.543127305805683,5.511679275333882,0,orange
